Date,SYMBOL,CLOSE,ML_Prob,Signal,Reason
2025-04-16,TRSM,4.74,0.5685141980683055,HOLD,
2025-04-17,TRSM,4.79,0.5279123067027698,HOLD,
2025-04-18,TRSM,4.88,0.5346699218304902,HOLD,
2025-04-21,TRSM,4.87,0.595712853078011,HOLD,
2025-04-22,TRSM,4.85,0.59141696283572,HOLD,
2025-04-23,TRSM,4.85,0.5420983718904853,HOLD,
2025-04-24,TRSM,4.62,0.5214077404171449,HOLD,
2025-04-25,TRSM,4.68,0.4539254732408265,HOLD,
2025-04-28,TRSM,4.49,0.49064475988991013,HOLD,
2025-04-29,TRSM,4.48,0.44930529460942487,HOLD,
2025-04-30,TRSM,4.44,0.5071212903968683,HOLD,
2025-05-02,TRSM,4.61,0.497239326675871,HOLD,
2025-05-05,TRSM,4.75,0.5056561387567221,HOLD,
2025-05-06,TRSM,4.73,0.5330033744284325,HOLD,
2025-05-07,TRSM,4.76,0.47710381202244395,HOLD,
2025-05-09,TRSM,4.73,0.4316845671521952,HOLD,
2025-05-12,TRSM,4.71,0.5215429280106275,HOLD,
2025-05-13,TRSM,4.79,0.5489318087137807,HOLD,
2025-05-14,TRSM,4.94,0.5480253242010559,HOLD,
2025-05-15,TRSM,4.98,0.5428304567692585,HOLD,
2025-05-16,TRSM,5.2,0.5859564839431943,HOLD,
2025-05-19,TRSM,5.31,0.5411839639433712,HOLD,
2025-05-20,TRSM,5.27,0.5527669350065699,HOLD,
2025-05-21,TRSM,5.45,0.5306744956778227,HOLD,
2025-05-22,TRSM,5.51,0.5141729817065707,HOLD,
2025-05-23,TRSM,5.72,0.44175737325993353,HOLD,
2025-05-26,TRSM,5.49,0.507957183204537,HOLD,
2025-05-27,TRSM,5.54,0.4597637991697692,HOLD,
2025-05-30,TRSM,6.05,0.46553157766529485,HOLD,
2025-06-03,TRSM,6.55,0.5586334937022686,HOLD,
2025-06-05,TRSM,6.46,0.5180805552366233,HOLD,
2025-06-10,TRSM,6.79,0.5205448054637463,HOLD,
2025-06-11,TRSM,6.97,0.556667181175519,HOLD,
2025-06-12,TRSM,6.98,0.5276083836609298,HOLD,
2025-06-16,TRSM,7.3,0.5776356343880197,HOLD,
2025-06-17,TRSM,6.69,0.5501896756222292,HOLD,
2025-06-18,TRSM,6.65,0.4968958392825202,HOLD,
2025-06-19,TRSM,6.99,0.5366156741318382,HOLD,
2025-06-20,TRSM,6.93,0.5142081871627348,HOLD,
2025-06-24,TRSM,6.77,0.45494237524396397,HOLD,
2025-06-25,TRSM,6.56,0.40682509208350975,HOLD,
2025-06-26,TRSM,6.42,0.5059296101070305,HOLD,
2025-06-30,TRSM,7.19,0.5056663361207496,HOLD,
2025-07-01,TRSM,7.12,0.39831835120212633,HOLD,
2025-07-02,TRSM,7.2,0.5003992621387467,HOLD,
2025-07-03,TRSM,8.12,0.5120151258702529,HOLD,
2025-07-04,TRSM,7.98,0.5186952032750742,HOLD,
2025-07-07,TRSM,8.18,0.5092546149978857,HOLD,
2025-07-08,TRSM,8.72,0.5316857654416515,HOLD,
2025-07-10,TRSM,8.72,0.483563068108481,HOLD,
2025-07-11,TRSM,7.72,0.5615338114655956,HOLD,
2025-07-14,TRSM,6.72,0.6257713526583641,BUY,LGBM>=0.616 + 2 confirms
2025-07-15,TRSM,7.72,0.5457518704128682,HOLD,
2025-07-16,TRSM,8.72,0.4705950068923781,HOLD,
2025-07-17,TRSM,9.72,0.3443913990167148,HOLD,
2025-07-18,TRSM,10.72,0.4612748125033068,HOLD,
2025-07-21,TRSM,11.79,0.4662663568283342,HOLD,
2025-07-23,TRSM,14.27,0.6907419821735831,HOLD,
2025-07-24,TRSM,15.7,0.7774838933939865,HOLD,
2025-07-25,TRSM,15.61,0.7361228160827298,HOLD,
2025-07-29,TRSM,18.89,0.7554468187874004,HOLD,
2025-07-30,TRSM,20.72,0.7585703508523491,HOLD,
2025-08-01,TRSM,24.93,0.7759826275723463,HOLD,
2025-08-06,TRSM,25.27,0.7628351977850734,HOLD,
2025-08-07,TRSM,27.67,0.7750558322398912,HOLD,
2025-08-08,TRSM,30.44,0.7232019045676562,HOLD,
2025-08-11,TRSM,30.13,0.7628351977850734,HOLD,
2025-08-12,TRSM,30.48,0.763112004760947,HOLD,
2025-08-13,TRSM,33.53,0.7747487037244309,HOLD,
2025-08-15,TRSM,35.89,0.767670262893917,HOLD,
2025-08-18,TRSM,34.92,0.7316498174676949,HOLD,
2025-08-19,TRSM,34.78,0.755928781644994,HOLD,
